Date,Month,Year,Site #,House #,Basline period=0; intervention period=1,Larviciding site no=0; yes=1,"season (dry=1, long rain=2, short rain =3)",Adults slept in house last night,Children slept in house last night,total sleepers,Insecticide sprayed last night,Coil used last night,Treated net used last night in house,GAMBIAE males,GA empty,GA Fed,GA H gravid,GA gravid,GA TOT,Fed An ambiae per person,FUNESTUS males,FU empty,FU Fed,FU H gravid,FU gravid,FU TOT,Fed An funestus per person,CULEX males,CU empty,CU Fed,CU H gravid,CU gravid,CU TOT,Fed Culex per person,RUFIPES males,RU empty,RU Fed,RU H gra,RU gravid,RU TOT,Fed An rufipes per person
2/23/04,2,2004,6,3,0,0,1,2,1,3,0,0,0,0,0,2,2,0,4,0.666666667,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/23/04,2,2004,6,4,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/23/04,2,2004,6,5,0,0,1,5,2,7,0,0,0,0,1,1,0,0,2,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/23/04,2,2004,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/23/04,2,2004,6,7,0,0,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2/23/04,2,2004,6,8,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/23/04,2,2004,6,9,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/23/04,2,2004,6,10,0,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/23/04,3,2004,6,1,0,0,2,3,1,4,0,0,0,0,1,2,0,1,4,0.5,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/23/04,3,2004,6,2,0,0,2,2,1,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3/23/04,3,2004,6,3,0,0,2,4,2,6,0,0,0,0,1,2,0,1,4,0.333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/23/04,3,2004,6,4,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/23/04,3,2004,6,5,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/23/04,3,2004,6,6,0,0,2,2,1,3,0,0,0,0,0,2,0,0,2,0.666666667,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3/23/04,3,2004,6,7,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/23/04,3,2004,6,8,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/23/04,3,2004,6,9,0,0,2,1,1,2,0,0,0,1,0,1,0,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/23/04,3,2004,6,10,0,0,2,2,4,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/23/04,4,2004,6,1,0,0,2,1,1,2,0,0,0,0,0,3,0,0,3,1.5,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/23/04,4,2004,6,2,0,0,2,3,1,4,0,0,0,2,0,7,14,4,27,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/23/04,4,2004,6,3,0,0,2,5,2,7,0,0,0,1,0,5,7,4,17,0.714285714,0,0,3,0,0,3,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/23/04,4,2004,6,4,0,0,2,3,0,3,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/23/04,4,2004,6,5,0,0,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/23/04,4,2004,6,6,0,0,2,1,2,3,0,0,0,0,0,2,0,0,2,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/23/04,4,2004,6,7,0,0,2,2,3,5,0,0,0,0,0,0,0,0,0,0,2,0,1,1,5,9,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/23/04,4,2004,6,8,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/23/04,4,2004,6,9,0,0,2,2,1,3,0,0,0,0,0,1,0,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
4/23/04,4,2004,6,10,0,0,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/20/04,5,2004,6,1,0,0,2,2,3,5,0,0,0,0,1,8,6,1,16,1.6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/20/04,5,2004,6,2,0,0,2,2,0,2,0,0,0,2,0,4,0,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/20/04,5,2004,6,3,0,0,2,5,2,7,0,0,0,3,2,7,7,2,21,1,0,1,1,0,0,2,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/20/04,5,2004,6,4,0,0,2,2,0,2,0,0,0,4,0,2,1,1,8,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5/20/04,5,2004,6,5,0,0,2,2,0,2,0,0,0,1,0,1,0,1,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/20/04,5,2004,6,6,0,0,2,2,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5/20/04,5,2004,6,7,0,0,2,2,3,5,0,0,0,0,1,3,1,0,5,0.6,0,0,0,0,0,0,0,10,1,2,3,8,24,0.4,0,0,0,0,0,0,0
5/20/04,5,2004,6,8,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,1,0,4,0,0,0,0,0,0,0,0
5/20/04,5,2004,6,9,0,0,2,1,1,2,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/20/04,5,2004,6,10,0,0,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/27/04,6,2004,6,8,0,0,1,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/27/04,6,2004,6,9,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6/27/04,6,2004,6,10,0,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/28/04,6,2004,6,1,0,0,1,2,1,3,0,0,0,0,0,4,0,2,6,1.333333333,0,0,3,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/28/04,6,2004,6,2,0,0,1,2,1,3,0,0,0,0,1,1,1,2,5,0.333333333,0,0,1,0,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/28/04,6,2004,6,3,0,0,1,2,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6/28/04,6,2004,6,4,0,0,1,3,0,3,0,0,0,0,0,0,1,2,3,0,0,0,1,0,0,1,0.333333333,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6/28/04,6,2004,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/28/04,6,2004,6,6,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/28/04,6,2004,6,7,0,0,1,2,3,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,1,1,3,0,12,0.2,0,0,0,0,0,0,0
7/26/04,7,2004,6,1,0,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/26/04,7,2004,6,2,0,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/26/04,7,2004,6,3,0,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
7/26/04,7,2004,6,4,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/26/04,7,2004,6,5,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7/26/04,7,2004,6,6,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,0
7/26/04,7,2004,6,7,0,0,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,8,17,21,71,1.6,0,0,0,0,0,0,0
7/26/04,7,2004,6,8,0,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/26/04,7,2004,6,9,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7/26/04,7,2004,6,10,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8/30/04,8,2004,6,1,0,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/30/04,8,2004,6,2,0,0,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/30/04,8,2004,6,3,0,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/30/04,8,2004,6,4,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/30/04,8,2004,6,5,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/30/04,8,2004,6,6,0,0,1,1,3,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0
8/30/04,8,2004,6,7,0,0,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,5,0,0,0,0,0,0,0,0
8/30/04,8,2004,6,8,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0
8/30/04,8,2004,6,9,0,0,1,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/30/04,8,2004,6,10,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/27/04,9,2004,6,1,0,0,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/27/04,9,2004,6,2,0,0,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
9/27/04,9,2004,6,3,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/27/04,9,2004,6,4,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/27/04,9,2004,6,5,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/27/04,9,2004,6,6,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
9/27/04,9,2004,6,7,0,0,3,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,0,8,0,0,0,0,0,0,0,0
9/27/04,9,2004,6,8,0,0,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,7,14,2,0,0,0,0,0,0,0
9/27/04,9,2004,6,9,0,0,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/27/04,9,2004,6,10,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/21/04,10,2004,6,1,0,0,3,2,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/21/04,10,2004,6,2,0,0,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
10/21/04,10,2004,6,3,0,0,3,4,2,6,0,0,0,0,0,1,0,0,1,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/21/04,10,2004,6,4,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/21/04,10,2004,6,5,0,0,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
10/21/04,10,2004,6,6,0,0,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
10/21/04,10,2004,6,7,0,0,3,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,2,3,5,25,0.5,0,0,0,0,0,0,0
10/21/04,10,2004,6,8,0,0,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0
10/21/04,10,2004,6,9,0,0,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/21/04,10,2004,6,10,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/26/04,11,2004,6,1,0,0,3,2,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/26/04,11,2004,6,2,0,0,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/26/04,11,2004,6,3,0,0,3,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0
11/26/04,11,2004,6,4,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/26/04,11,2004,6,5,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/26/04,11,2004,6,6,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/26/04,11,2004,6,7,0,0,3,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0
11/26/04,11,2004,6,8,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
11/26/04,11,2004,6,9,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/26/04,11,2004,6,10,0,0,3,1,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/17/04,12,2004,6,1,0,0,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/17/04,12,2004,6,2,0,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/17/04,12,2004,6,3,0,0,1,3,2,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/17/04,12,2004,6,4,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
12/17/04,12,2004,6,5,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/17/04,12,2004,6,6,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/17/04,12,2004,6,7,0,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,5,0,17,1,0,0,0,0,0,0,0
12/17/04,12,2004,6,8,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,7,3,0,0,0,0,0,0,0
12/17/04,12,2004,6,9,0,0,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/17/04,12,2004,6,10,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/29/05,1,2005,6,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/29/05,1,2005,6,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/29/05,1,2005,6,3,0,0,1,0,3,3,0,0,0,0,0,1,2,1,4,0.333333333,0,0,0,1,0,1,0,0,0,1,0,0,1,0.333333333,0,0,0,0,0,0,0
1/29/05,1,2005,6,4,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,2,5,0,0,0,0,0,0,0,0
1/29/05,1,2005,6,5,0,0,1,1,0,1,0,0,0,0,0,2,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/29/05,1,2005,6,6,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/29/05,1,2005,6,7,0,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0.25,0,0,0,0,0,0,0
1/29/05,1,2005,6,8,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/29/05,1,2005,6,9,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/29/05,1,2005,6,10,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2/21/05,2,2005,6,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/21/05,2,2005,6,2,0,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/21/05,2,2005,6,3,0,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/21/05,2,2005,6,4,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/21/05,2,2005,6,5,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/21/05,2,2005,6,6,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/21/05,2,2005,6,7,0,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0.25,0,0,0,0,0,0,0
2/21/05,2,2005,6,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/21/05,2,2005,6,9,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/21/05,2,2005,6,10,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/23/05,3,2005,6,9,0,0,2,1,1,2,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,2,1,2,3,1,9,1,0,0,0,0,0,0,0
3/23/05,3,2005,6,10,0,0,2,2,2,4,0,0,0,0,1,0,2,0,3,0,0,0,1,0,0,1,0.25,2,0,0,0,3,5,0,0,0,0,0,0,0,0
3/23/05,3,2005,6,7,0,0,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/23/05,3,2005,6,8,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/23/05,3,2005,6,5,0,0,2,2,0,2,0,0,0,2,2,1,6,1,12,0.5,0,1,2,1,0,4,1,0,1,0,0,2,3,0,0,0,0,0,0,0,0
3/23/05,3,2005,6,6,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/23/05,3,2005,6,3,0,0,2,1,0,1,0,0,0,0,0,3,2,0,5,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/23/05,3,2005,6,4,0,0,2,1,0,1,0,0,0,3,1,6,3,0,13,6,1,0,0,2,1,4,0,1,3,0,0,4,8,0,0,0,0,0,0,0,0
3/23/05,3,2005,6,1,0,0,2,2,0,2,0,0,0,1,0,2,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3/23/05,3,2005,6,2,0,0,2,2,0,2,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,2,1,2,0,0,0,4,6,0,0,0,0,0,0,0,0
4/27/05,4,2005,6,3,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/27/05,4,2005,6,4,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/27/05,4,2005,6,10,0,0,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/27/05,4,2005,6,9,0,0,2,2,2,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.25,0,0,0,0,0,0,0
4/27/05,4,2005,6,5,0,0,2,2,0,2,0,0,0,0,0,1,0,4,5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/27/05,4,2005,6,6,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,7,2,0,0,0,0,0,0,0
4/27/05,4,2005,6,7,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/27/05,4,2005,6,8,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11,2,0,1,2,16,0,0,0,0,0,0,0,0
4/27/05,4,2005,6,1,0,0,2,2,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/27/05,4,2005,6,2,0,0,2,2,2,4,0,0,0,0,1,1,2,6,10,0.25,0,0,2,0,1,3,0.5,0,0,2,1,3,6,0.5,0,0,0,0,0,0,0
5/30/05,5,2005,6,7,0,0,2,4,2,6,0,0,0,0,0,2,0,0,2,0.333333333,0,0,0,0,0,0,0,2,1,7,3,2,15,1.166666667,0,0,0,0,0,0,0
5/30/05,5,2005,6,8,0,0,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,4,2,0,0,0,0,0,0,0
5/30/05,5,2005,6,5,0,0,2,2,0,2,0,0,0,0,0,1,2,0,3,0.5,0,0,0,0,0,0,0,2,1,1,0,0,4,0.5,0,0,0,0,0,0,0
5/30/05,5,2005,6,6,0,0,2,2,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,3,0,0,5,1.5,0,0,0,0,0,0,0
