Date,Month,Year,Site #,House #,Basline period=0; intervention period=1,Larviciding site no=0; yes=1,"season (dry=1, long rain=2, short rain =3)",Adults slept in house last night,Children slept in house last night,total sleepers,Insecticide sprayed last night,Coil used last night,Treated net used last night in house,GAMBIAE males,GA empty,GA Fed,GA H gravid,GA gravid,GA TOT,Fed An ambiae per person,FUNESTUS males,FU empty,FU Fed,FU H gravid,FU gravid,FU TOT,Fed An funestus per person,CULEX males,CU empty,CU Fed,CU H gravid,CU gravid,CU TOT,Fed Culex per person,RUFIPES males,RU empty,RU Fed,RU H gra,RU gravid,RU TOT,Fed An rufipes per person
2/20/04,2,2004,5,9,0,0,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/20/04,2,2004,5,10,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/23/04,3,2004,5,1,0,0,2,2,3,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,13,9,6,8,41,1.8,0,0,0,0,0,0,0
3/23/04,3,2004,5,2,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,1,9,1,0,0,0,0,0,0,0
3/23/04,3,2004,5,3,0,0,2,2,2,4,0,0,0,0,0,1,0,0,1,0.25,0,0,1,0,0,1,0.25,4,6,3,2,0,15,0.75,0,0,0,0,0,0,0
3/23/04,3,2004,5,4,0,0,2,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.142857143,0,0,0,0,0,0,0
3/23/04,3,2004,5,5,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/23/04,3,2004,5,6,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/23/04,3,2004,5,7,0,0,2,3,1,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,5,0.25,0,0,0,0,0,0,0
3/23/04,3,2004,5,8,0,0,2,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3/23/04,3,2004,5,9,0,0,2,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.2,0,0,0,0,0,0,0
3/23/04,3,2004,5,10,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/27/04,4,2004,5,1,0,0,2,4,1,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,11,2,11,7,7,38,2.2,0,0,0,0,0,0,0
4/27/04,4,2004,5,2,0,0,2,3,0,3,0,0,0,0,0,1,1,0,2,0.333333333,0,0,0,0,0,0,0,6,0,2,3,6,17,0.666666667,0,0,0,0,0,0,0
4/27/04,4,2004,5,3,0,0,2,4,3,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9,1,11,11,5,37,1.571428571,0,0,0,0,0,0,0
4/27/04,4,2004,5,4,0,0,2,2,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4/27/04,4,2004,5,5,0,0,2,1,1,2,0,0,0,0,0,1,0,0,1,0.5,0,0,0,0,0,0,0,0,0,3,0,0,3,1.5,0,0,0,0,0,0,0
4/27/04,4,2004,5,6,0,0,2,4,2,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4/27/04,4,2004,5,7,0,0,2,4,0,4,0,0,0,0,0,1,2,0,3,0.25,0,0,0,0,0,0,0,1,0,2,0,0,3,0.5,0,0,0,0,0,0,0
4/27/04,4,2004,5,8,0,0,2,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4/27/04,4,2004,5,9,0,0,2,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0
4/27/04,4,2004,5,10,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0
5/21/04,5,2004,5,1,0,0,2,4,1,5,0,0,0,1,0,2,5,2,10,0.4,0,0,0,0,0,0,0,10,3,7,17,23,60,1.4,0,0,0,0,0,0,0
5/21/04,5,2004,5,2,0,0,2,3,0,3,0,0,0,1,0,2,2,1,6,0.666666667,0,0,0,0,0,0,0,13,2,0,11,14,40,0,0,0,0,0,0,0,0
5/21/04,5,2004,5,3,0,0,2,2,2,4,0,0,0,0,0,1,4,1,6,0.25,0,0,1,0,0,1,0.25,1,0,1,13,5,20,0.25,0,0,0,0,0,0,0
5/21/04,5,2004,5,4,0,0,2,3,2,5,0,0,0,0,0,2,3,0,5,0.4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
5/21/04,5,2004,5,5,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0
5/21/04,5,2004,5,6,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/21/04,5,2004,5,7,0,0,2,2,1,3,0,0,0,0,1,1,0,0,2,0.333333333,0,0,0,0,0,0,0,2,0,0,4,2,8,0,0,0,0,0,0,0,0
5/21/04,5,2004,5,8,0,0,2,3,1,4,0,0,0,3,0,1,3,2,9,0.25,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0
5/21/04,5,2004,5,9,0,0,2,3,4,7,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
5/21/04,5,2004,5,10,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6/29/04,6,2004,5,1,0,0,1,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,11,2,28,1.8,0,0,0,0,0,0,0
6/29/04,6,2004,5,2,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,3,6,2,31,1,0,0,0,0,0,0,0
6/29/04,6,2004,5,3,0,0,1,2,2,4,0,0,0,0,0,2,0,0,2,0.5,0,0,0,1,0,1,0,9,0,12,11,11,43,3,0,0,0,0,0,0,0
6/29/04,6,2004,5,4,0,0,1,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0
6/29/04,6,2004,5,5,0,0,1,2,0,2,0,0,0,0,0,1,0,0,1,0.5,0,0,0,1,0,1,0,0,0,4,3,1,8,2,0,0,0,0,0,0,0
6/29/04,6,2004,5,6,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,1,0,0,0,0,0,0,0
6/29/04,6,2004,5,7,0,0,1,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6/29/04,6,2004,5,8,0,0,1,3,2,5,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/29/04,6,2004,5,9,0,0,1,2,3,5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/29/04,6,2004,5,10,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,2,0,1,0,1,4,1,1,0,0,0,2,3,0,0,0,0,0,0,0,0
7/27/04,7,2004,5,1,0,0,1,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,6,0.4,0,0,0,0,0,0,0
7/27/04,7,2004,5,2,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,3,6,20,1.666666667,0,0,0,0,0,0,0
7/27/04,7,2004,5,3,0,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,5,0.25,0,0,0,0,0,0,0
7/27/04,7,2004,5,4,0,0,1,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,5,0,0,0,0,0,0,0,0
7/27/04,7,2004,5,5,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,2,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
7/27/04,7,2004,5,6,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0
7/27/04,7,2004,5,7,0,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0
7/27/04,7,2004,5,8,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/27/04,7,2004,5,9,0,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0.25,0,0,0,0,0,0,0
7/27/04,7,2004,5,10,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
8/25/04,8,2004,5,1,0,0,1,4,1,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9,3,2,5,2,21,0.4,0,0,0,0,0,0,0
8/25/04,8,2004,5,2,0,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,1,5,17,1.25,0,0,0,0,0,0,0
8/25/04,8,2004,5,3,0,0,1,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,0.4,0,0,0,0,0,0,0
8/25/04,8,2004,5,4,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/25/04,8,2004,5,5,0,0,1,2,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
8/25/04,8,2004,5,6,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/25/04,8,2004,5,7,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/25/04,8,2004,5,8,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/25/04,8,2004,5,9,0,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/25/04,8,2004,5,10,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
9/24/04,9,2004,5,1,0,0,3,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,3,1,14,0.166666667,0,0,0,0,0,0,0
9/24/04,9,2004,5,2,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,5,0.5,0,0,0,0,0,0,0
9/24/04,9,2004,5,3,0,0,3,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,2,9,0,0,0,0,0,0,0,0
9/24/04,9,2004,5,4,0,0,3,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
9/24/04,9,2004,5,5,0,0,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/24/04,9,2004,5,6,0,0,3,1,4,5,0,0,0,0,0,1,0,0,1,0.2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/24/04,9,2004,5,9,0,0,3,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/24/04,9,2004,5,10,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
10/22/04,10,2004,5,1,0,0,3,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0.285714286,6,7,5,8,7,33,0.714285714,0,0,0,0,0,0,0
10/22/04,10,2004,5,2,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3,9,4,25,1.5,0,0,0,0,0,0,0
10/22/04,10,2004,5,3,0,0,3,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,3,10,0.5,0,0,0,0,0,0,0
10/22/04,10,2004,5,4,0,0,3,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
10/22/04,10,2004,5,5,0,0,3,2,1,3,0,0,0,0,0,1,0,0,1,0.333333333,0,0,0,0,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0
10/22/04,10,2004,5,6,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0
10/22/04,10,2004,5,7,0,0,3,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/22/04,10,2004,5,8,0,0,3,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0.25,0,0,0,0,0,0,0
10/22/04,10,2004,5,9,0,0,3,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
10/22/04,10,2004,5,10,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/25/04,11,2004,5,1,0,0,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,5,0,0,0,0,0,0,0,0
11/25/04,11,2004,5,2,0,0,3,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,2,0,0,2,9,0,0,0,0,0,0,0,0
11/25/04,11,2004,5,3,0,0,3,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0.75,1,0,0,2,0,3,0,0,0,0,0,0,0,0
11/25/04,11,2004,5,4,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/25/04,11,2004,5,5,0,0,3,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/25/04,11,2004,5,6,0,0,3,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/25/04,11,2004,5,7,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/25/04,11,2004,5,8,0,0,3,3,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
11/25/04,11,2004,5,9,0,0,3,2,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/25/04,11,2004,5,10,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
12/9/04,12,2004,5,1,0,0,1,4,1,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,2,3,9,0.2,0,0,0,0,0,0,0
12/9/04,12,2004,5,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4,4,13,0,0,0,0,0,0,0,0
12/9/04,12,2004,5,3,0,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,0,0,0,0,0,0,0
12/9/04,12,2004,5,4,0,0,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/04,12,2004,5,5,0,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/04,12,2004,5,6,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.333333333,0,0,0,0,0,0,0
12/9/04,12,2004,5,7,0,0,1,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/04,12,2004,5,8,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/04,12,2004,5,9,0,0,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/04,12,2004,5,10,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/28/05,1,2005,5,1,0,0,1,4,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,3,0,0,6,0.6,0,0,0,0,0,0,0
1/28/05,1,2005,5,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,3,1,1,7,3,0,0,0,0,0,0,0
1/28/05,1,2005,5,3,0,0,1,2,2,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,4,0.25,0,0,0,0,0,0,0
1/28/05,1,2005,5,4,0,0,1,2,2,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1/28/05,1,2005,5,5,0,0,1,1,5,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/28/05,1,2005,5,6,0,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/28/05,1,2005,5,7,0,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/28/05,1,2005,5,8,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/28/05,1,2005,5,9,0,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.25,0,0,0,0,0,0,0
1/28/05,1,2005,5,10,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/24/05,2,2005,5,1,0,0,1,5,1,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,3,8,0.166666667,0,0,0,0,0,0,0
2/24/05,2,2005,5,2,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,6,0.5,0,0,0,0,0,0,0
2/24/05,2,2005,5,3,0,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,0,0,0,0,0,0,0,0
2/24/05,2,2005,5,4,0,0,1,2,3,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/24/05,2,2005,5,5,0,0,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/24/05,2,2005,5,6,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.5,0,0,0,0,0,0,0
2/24/05,2,2005,5,7,0,0,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/24/05,2,2005,5,8,0,0,1,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/24/05,2,2005,5,9,0,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/24/05,2,2005,5,10,0,0,1,2,0,2,0,0,0,0,0,0,1,0,1,0,4,0,1,1,0,6,0.5,7,2,4,2,4,19,2,0,0,0,0,0,0,0
3/17/05,3,2005,5,9,0,0,2,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/17/05,3,2005,5,10,0,0,2,3,3,6,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0.166666667,0,0,1,0,0,1,0.166666667,0,0,0,0,0,0,0
3/17/05,3,2005,5,7,0,0,2,3,1,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/17/05,3,2005,5,8,0,0,2,3,1,4,0,0,0,0,0,1,1,1,3,0.25,0,0,0,0,0,0,0,0,0,1,0,0,1,0.25,0,0,0,0,0,0,0
3/17/05,3,2005,5,5,0,0,2,2,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/17/05,3,2005,5,6,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/17/05,3,2005,5,3,0,0,2,2,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3/17/05,3,2005,5,4,0,0,2,2,3,5,0,0,0,0,0,1,1,1,3,0.2,0,0,0,0,0,0,0,1,0,0,1,2,4,0,0,0,0,0,0,0,0
3/17/05,3,2005,5,1,0,0,2,5,1,6,0,0,0,2,0,2,1,2,7,0.333333333,0,0,0,0,0,0,0,3,0,3,1,2,9,0.5,0,0,0,0,0,0,0
3/17/05,3,2005,5,2,0,0,2,2,0,2,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,4,0,0,1,4,9,0,0,0,0,0,0,0,0
4/29/05,4,2005,5,9,0,0,2,2,1,3,0,0,0,0,0,1,0,0,1,0.333333333,0,0,0,0,0,0,0,0,0,1,0,0,1,0.333333333,0,0,0,0,0,0,0
4/29/05,4,2005,5,10,0,0,2,5,3,8,0,0,0,0,0,1,0,1,2,0.125,0,0,0,0,0,0,0,0,0,1,0,3,4,0.125,0,0,0,0,0,0,0
4/29/05,4,2005,5,7,0,0,2,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/29/05,4,2005,5,8,0,0,2,3,0,3,0,0,0,0,0,2,0,0,2,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/29/05,4,2005,5,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/29/05,4,2005,5,6,0,0,2,2,1,3,0,0,0,0,0,1,0,0,1,0.333333333,0,0,1,0,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/29/05,4,2005,5,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/29/05,4,2005,5,4,0,0,2,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/29/05,4,2005,5,1,0,0,2,5,1,6,0,0,0,0,0,1,0,1,2,0.166666667,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
4/29/05,4,2005,5,2,0,0,2,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5/27/05,5,2005,5,9,0,0,2,1,1,2,0,0,0,1,0,2,1,0,4,1,0,2,0,0,0,2,0,4,0,2,3,1,10,1,0,0,0,0,0,0,0
5/27/05,5,2005,5,10,0,0,2,2,5,7,0,0,0,0,0,1,0,0,1,0.142857143,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0
5/27/05,5,2005,5,1,0,0,2,4,1,5,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,3,0,3,1,0,7,0.6,0,0,0,0,0,0,0
5/27/05,5,2005,5,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0
5/27/05,5,2005,5,3,0,0,2,3,2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,6,0.4,0,0,0,0,0,0,0
5/27/05,5,2005,5,4,0,0,2,5,1,6,0,0,0,0,0,1,2,0,3,0.166666667,0,0,0,1,0,1,0,4,0,2,3,0,9,0.333333333,0,0,0,0,0,0,0
5/27/05,5,2005,5,5,0,0,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/27/05,5,2005,5,6,0,0,2,2,0,2,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,2,0,3,0,0,5,1.5,0,0,0,0,0,0,0
5/27/05,5,2005,5,7,0,0,2,2,2,4,0,0,1,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.25,0,0,0,0,0,0,0
5/27/05,5,2005,5,8,0,0,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/28/05,6,2005,5,9,0,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,6,1,0,0,0,0,0,0,0
